OBJECTID,COMMUNITY,STREET_NO_1,STREET_NO_2,STREET_NAME,NAME,HERITAGE_STATUS,DATE_HERITAGE,PART_IV,BYLAW_NO,PART_V,HCD_NAME,EASEMENT,WORK_PLAN
332,Hamilton,211,,BAY ST S,,Registered Non-Designated,1900,No,,No,,,No
333,Hamilton,127,,SIMCOE ST E,,Inventoried,1860,No,,No,,,No
334,Hamilton,64,,ERIE AVE,,Inventoried,,No,,No,,,No
335,Dundas,400,,KING ST W,,Inventoried,1820,No,,No,,,No
336,Ancaster,367,,WILSON ST E,,Inventoried,,No,,No,,,No
337,Hamilton,357,,HUNTER ST W,Allenby School,Inventoried,1919,No,,No,,,No
338,Hamilton,33,,ROBINSON ST,,Registered Non-Designated,1971,No,,No,,,No
339,Hamilton,812,,KING ST E,,Inventoried,1900,No,,No,,,No
340,Flamborough,1545,,KIRKWALL RD,Kirkwall Presbyterian Church,Inventoried,1848,No,,No,,,No
341,Hamilton,184,,NAPIER ST,,Inventoried,1840,No,,No,,,No
342,Dundas,31,,PARKSIDE AVE,Parkside High School,Inventoried,1959,No,,No,,,No
343,Hamilton,64,,GIBSON AVE,,Inventoried,,No,,No,,,No
344,Hamilton,186,,RAY ST N,,Inventoried,,No,,No,,,No
345,Hamilton,53,,LAMOREAUX ST,Our Lady of Mercy Roman Catholic Church,Inventoried,1910,No,,No,,,No
346,Ancaster,99,,GARNER RD E,White Brick United Church,Inventoried,1857,No,,No,,,No
347,Dundas,130,,OLD ANCASTER RD,,Inventoried,,No,,No,,,No
348,Hamilton,908,,BEACH BLVD,,Designated,2013,No,00-135,Yes,Hamilton Beach,,No
349,Dundas,17,,MARKET ST N,,Inventoried,,No,,No,,,No
350,Hamilton,120,,HUNTER ST W,Hunter Lodge,Registered Non-Designated,1907,No,,No,,,No
351,Hamilton,218,,HESS ST S,,Registered Non-Designated,1923,No,,No,,,No
352,Hamilton,500,,KING ST W,Victoria Park,Inventoried,1860,No,,No,,,No
353,Dundas,223,,GOVERNORS RD,Starfield,Inventoried,1867,No,,No,,,No
354,Flamborough,127,,FREELTON RD,,Inventoried,,No,,No,,,No
355,Ancaster,1897,,GOVERNORS RD,,Inventoried,,No,,No,,,No
356,Hamilton,158,,PARK ST N,,Inventoried,,No,,No,,,No
357,Flamborough,194,,10TH CON RD E,,Inventoried,,No,,No,,,No
358,Flamborough,2451,,PATRICK RD,,Inventoried,1860,No,,No,,,No
359,Hamilton,127,,QUEEN ST N,,Inventoried,,No,,No,,,No
360,Dundas,132,,PARK ST W,,Inventoried,,No,,No,,,No
361,Hamilton,148,,RAY ST N,,Inventoried,,No,,No,,,No
362,Hamilton,73,,EMERALD ST N,Eagle Worldwide Ministries Revival Centre,Inventoried,1896,No,,No,,,No
363,Flamborough,2095,,FOREMAN RD,,Inventoried,1870,No,,No,,,No
364,Hamilton,144,,WENTWORTH ST S,,Inventoried,,No,,No,,,No
365,Stoney Creek,444,,MUD ST E,,Inventoried,,No,,No,,,No
366,Hamilton,178,,QUEEN ST N,,Inventoried,,No,,No,,,No
367,Dundas,101,,MELVILLE ST,,Inventoried,,No,,No,,,No
368,Hamilton,10,,HERKIMER ST,Durand Retirement Residence,Inventoried,1984,No,,No,,,No
369,Hamilton,578,,CATHARINE ST N,,Inventoried,,No,,No,,,No
370,Hamilton,20,,ALANSON ST,,Inventoried,,No,,No,,,No
371,Hamilton,193,,ST CLAIR BLVD,,Designated,,No,92-140,Yes,St. Clair Boulevard,,No
372,Hamilton,214,,KING ST E,,Registered Non-Designated,1872,No,,No,,,No
373,Hamilton,69,,VICTORIA AVE N,,Inventoried,,No,,No,,,No
374,Hamilton,5,,BEACH BLVD,,Inventoried,,No,,No,,,No
375,Flamborough,315,,DUNDAS ST E,"Chestnut Grove; Drummond House",Designated,1880,Yes,87-150-H,No,,,No
376,Hamilton,92,,MACINTOSH AVE,,Inventoried,1835,No,,No,,,No
377,Hamilton,167,,HERKIMER ST,,Registered Non-Designated,1895,No,,No,,,No
378,Hamilton,20,,SPRING ST,,Registered Non-Designated,1900,No,,No,,,No
379,Hamilton,939,,BEACH BLVD,,Designated,1930,No,00-135,Yes,Hamilton Beach,,No
380,Flamborough,1088,,WESTOVER RD,,Inventoried,,No,,No,,,No
381,Flamborough,1774,,VALENS RD,Valens Community Church,Inventoried,1956,No,,No,,,No
382,Hamilton,85,,WOOD ST E,,Inventoried,,No,,No,,,No
383,Flamborough,1556,,REGIONAL RD 97,,Inventoried,1845,No,,No,,,No
384,Hamilton,337,,JAMES ST N,,Inventoried,,No,,No,,,No
385,Hamilton,339,,JAMES ST N,,Inventoried,,No,,No,,,No
386,Ancaster,500,,CARLUKE RD W,,Inventoried,1900,No,,No,,,No
387,Hamilton,327,,BAY ST S,,Registered Non-Designated,1900,No,,No,,,No
388,Hamilton,164,,CANNON ST W,,Inventoried,,No,,No,,,No
389,Flamborough,12,,BARNABAS ST,,Inventoried,1845,No,,No,,,No
390,Hamilton,261,,MAIN ST W,,Inventoried,1912,No,,No,,,No
391,Hamilton,440,,KING ST W,,Inventoried,,No,,No,,,No
392,Hamilton,128,,EDGEMONT ST S,St John the Baptist Roman Catholic Church,Inventoried,,No,,No,,,No
393,Hamilton,140,,HUNTER ST E,Hamilton East Seventh Day Adventist Church,Inventoried,,No,,No,,,No
394,Hamilton,153,,ROBINSON ST,,Registered Non-Designated,1900,No,,No,,,No
395,Hamilton,108,,CATHARINE ST S,,Inventoried,,No,,No,,,No
396,Ancaster,435,,CARLUKE RD W,Carluke Community Centre,Designated,1858,Yes,93-16,No,,,No
397,Hamilton,235,,YOUNG ST,,Inventoried,,No,,No,,,No
398,Dundas,35,,MARKET ST S,Grightmire Arena,Inventoried,1956,No,,No,,,No
399,Hamilton,600,,YORK BLVD,Dundurn Castle,Designated,1835,Yes,77-239,No,,OHT,No
400,Flamborough,117,,HIGHWAY 8,,Inventoried,,No,,No,,,No
401,Flamborough,1718,,HIGHWAY 97,,Inventoried,1867,No,,No,,,No
402,Hamilton,39,,MOUNT ROYAL AVE,,Inventoried,1898,No,,No,,,No
403,Hamilton,454,,KING ST E,,Inventoried,1900,No,,No,,,No
404,Hamilton,177,,PARK ST N,,Inventoried,,No,,No,,,No
405,Hamilton,21,,RAILWAY ST,,Inventoried,,No,,No,,,No
406,Hamilton,100,,WENTWORTH ST S,,Inventoried,,No,,No,,,No
407,Hamilton,1270,,MAIN ST E,,Inventoried,1950,No,,No,,,No
408,Hamilton,64,,CATHCART ST,,Inventoried,1988,No,,No,,,No
409,Hamilton,103,,WELLINGTON ST S,,Inventoried,,No,,No,,,No
410,Flamborough,2247,,2ND CON RD W,,Inventoried,1860,No,,No,,,No
411,Flamborough,2132,,4TH CON RD W,,Inventoried,,No,,No,,,No
412,Flamborough,40,,HIGHWAY 8,,Inventoried,1975,No,,No,,,No
413,Hamilton,280,,MAIN ST W,,Inventoried,1895,No,,No,,,No
414,Hamilton,120,,MARKLAND ST,,Registered Non-Designated,1875,No,,No,,,No
415,Hamilton,579,,MARY ST,,Inventoried,,No,,No,,,No
416,Hamilton,231,,JAMES ST N,,Inventoried,,No,,No,,,No
417,Flamborough,1405,,SEATON RD,,Inventoried,,No,,No,,,No
418,Hamilton,577,,MARY ST,,Inventoried,,No,,No,,,No
419,Hamilton,577,579,KING ST W,,Inventoried,1900,No,,No,,,No
420,Hamilton,11,,BROCK ST,,Inventoried,,No,,No,,,No
421,Hamilton,15,,STINSON ST,,Inventoried,,No,,No,,,No
422,Dundas,84,,ALMA ST,,Inventoried,,No,,No,,,No
423,Flamborough,567,,HIGHWAY 8,,Inventoried,,No,,No,,,No
424,Dundas,6,,NAPIER ST S,,Inventoried,1850,No,,No,,,No
425,Ancaster,45,,SULPHUR SPRINGS RD,,Inventoried,,No,,No,,,No
426,Dundas,43,,CROSS ST,George Rolph House,Designated,1820,No,3899-90,Yes,Cross-Melville,,No
427,Hamilton,196,212,DUNDURN ST S,,Inventoried,,No,,No,,,No
428,Hamilton,335,,KING ST E,Canadian Imperial Bank of Commerce,Inventoried,1961,No,,No,,,No
429,Hamilton,333,,KING ST E,Canadian Imperial Bank of Commerce (CIBC),Inventoried,1961,No,,No,,,No
430,Hamilton,93,,CHEEVER ST,,Inventoried,1900,No,,No,,,No
431,Stoney Creek,523,,WINONA RD,,Inventoried,1864,No,,No,,,No
432,Hamilton,254,,HERKIMER ST,,Inventoried,,No,,No,,,No
433,Hamilton,290,,JAMES ST N,,Inventoried,,No,,No,,,No
434,Hamilton,180,,BOLD ST,,Registered Non-Designated,1975,No,,No,,,No
435,Hamilton,104,,MELBOURNE ST,,Inventoried,1946,No,,No,,,No
436,Hamilton,373,,HESS ST S,,Registered Non-Designated,1912,No,,No,,,No
437,Hamilton,141,,DUKE ST,,Registered Non-Designated,1895,No,,No,,,No
438,Stoney Creek,454,,HIGHWAY 8,,Inventoried,1962,No,,No,,,No
439,Hamilton,75,,FERRIE ST W,,Inventoried,,No,,No,,,No
440,Hamilton,322,,BAY ST S,,Registered Non-Designated,1906,No,,No,,,No
441,Hamilton,265,,MAIN ST W,,Inventoried,1899,No,,No,,,No
442,Hamilton,5,,KING ST E,MacNab's Block,Registered Non-Designated,1843,No,,No,,,No
443,Glanbrook,3136,,HOMESTEAD DR,,Inventoried,1899,No,,No,,,No
444,Hamilton,211,,CHARLTON AVE W,,Inventoried,1850,No,,No,,,No
445,Ancaster,2012,,POWERLINE RD,,Inventoried,1850,No,,No,,,No
446,Hamilton,36,,LIBERTY ST,,Inventoried,,No,,No,,,No
447,Hamilton,38,,BAILLIE ST,,Inventoried,,No,,No,,,No
448,Hamilton,1147,,MAIN ST E,,Inventoried,1950,No,,No,,,No
449,Glanbrook,3552,,REGIONAL RD 56,,Inventoried,1871,No,,No,,,No
450,Stoney Creek,1249,,RIDGE RD,,Inventoried,1840,No,,No,,,No
451,Hamilton,222,,RAY ST N,,Inventoried,,No,,No,,,No
452,Glanbrook,3065,,TISDALE RD,,Inventoried,1834,No,,No,,,No
453,Flamborough,399,,PROGRESTON RD,,Inventoried,,No,,No,,,No
454,Hamilton,44,,RAVENSCLIFFE AVE,,Inventoried,1977,No,,No,,,No
455,Hamilton,120,,ABERDEEN AVE,,Registered Non-Designated,1927,No,,No,,,No
456,Hamilton,20,,WEST AVE N,Christadelphians Church,Inventoried,1930,No,,No,,,No
457,Dundas,25,,DUNDAS ST,,Inventoried,,No,,No,,,No
458,Flamborough,261,,MILL ST N,,Inventoried,1890,No,,No,,,No
459,Hamilton,720,,BARTON ST E,St. Stanislaus Roman Catholic Church,Inventoried,1919,No,,No,,,No
460,Hamilton,59,,MAGILL ST,,Inventoried,,No,,No,,,No
461,Hamilton,1540,,MAIN ST E,St. Columba Presbyterian Church,Inventoried,1957,No,,No,,,No
462,Hamilton,330,,JAMES ST N,,Inventoried,,No,,No,,,No
463,Hamilton,16,,STANLEY AVE,,Inventoried,1880,No,,No,,,No
464,Hamilton,353,,HUGHSON ST N,,Inventoried,,No,,No,,,No
465,Hamilton,170,,QUEEN ST N,,Inventoried,,No,,No,,,No
466,Hamilton,254,,BAY ST S,Maple Lawn,Registered Non-Designated,1894,No,,No,,,Yes
467,Hamilton,109,,CHARLTON AVE W,,Registered Non-Designated,,No,,No,,,No
468,Hamilton,111,,CHARLTON AVE W,,Registered Non-Designated,,No,,No,,,No
469,Ancaster,3226,,JERSEYVILLE RD W,,Inventoried,1830,No,,No,,,No
470,Flamborough,2462,,2ND CON RD W,,Inventoried,,No,,No,,,No
471,Hamilton,140,,CATHARINE ST N,,Registered Non-Designated,1898,No,,No,,,No
472,Hamilton,145,,MARKLAND ST,,Registered Non-Designated,1898,No,,No,,,No
473,Stoney Creek,22,,SIXTH RD E,,Inventoried,1850,No,,No,,,No
474,Hamilton,184,,EMERALD ST S,,Inventoried,,No,,No,,,No
475,Glanbrook,5261,,TYNESIDE RD,,Inventoried,1900,No,,No,,,No
476,Hamilton,61,,MURRAY ST W,,Inventoried,,No,,No,,,No
477,Hamilton,658,660,KING ST E,,Inventoried,,No,,No,,,No
478,Hamilton,180,,MACNAB ST N,,Inventoried,,No,,No,,,No
479,Hamilton,295,,HUNTER ST W,,Inventoried,1875,No,,No,,,No
480,Hamilton,46,,LIBERTY ST,,Inventoried,,No,,No,,,No
481,Flamborough,2270,,2ND CON RD W,,Inventoried,,No,,No,,,No
482,Glanbrook,340,,REGIONAL RD 20,,Inventoried,1860,No,,No,,,No
483,Hamilton,203,,REBECCA ST,The Moore & Davis Apartments,Registered Non-Designated,1855,No,,No,,,No
484,Hamilton,55,,CATHARINE ST S,College Residence International,Inventoried,1990,No,,No,,,No
485,Hamilton,30,,SHEAFFE ST,,Inventoried,,No,,No,,,No
486,Hamilton,49,,MURRAY ST W,,Inventoried,,No,,No,,,No
487,Dundas,30,,YORK ST,Original Hatt Property,Designated,1833,Yes,4370-97,No,,,No
488,Hamilton,549,,JAMES ST N,,Inventoried,,No,,No,,,No
489,Hamilton,1415,,BARTON ST E,Serbian Eastern Orthodox Church,Inventoried,1974,No,,No,,,No
490,Glanbrook,,,RR1,,Inventoried,,No,,No,,,No
491,Glanbrook,,,RR1,,Inventoried,,No,,No,,,No
492,Glanbrook,,,RR2,,Inventoried,1830,No,,No,,,No
493,Glanbrook,,,RR1,,Inventoried,,No,,No,,,No
494,Glanbrook,,,RR2,,Inventoried,,No,,No,,,No
495,Glanbrook,,,RR1,,Inventoried,,No,,No,,,No
496,Glanbrook,,,RR1,,Inventoried,,No,,No,,,No
497,Glanbrook,,,RR1,,Inventoried,,No,,No,,,No
498,Glanbrook,,,RR1,,Inventoried,,No,,No,,,No
499,Glanbrook,,,RR1,,Inventoried,,No,,No,,,No
500,Glanbrook,,,RR2,,Inventoried,1867,No,,No,,,No
501,Hamilton,343,,HUGHSON ST N,,Inventoried,,No,,No,,,No
502,Hamilton,44,,CHATHAM ST,,Inventoried,1878,No,,No,,,No
503,Hamilton,82,,WEST AVE N,,Inventoried,,No,,No,,,No
504,Hamilton,659,,BEACH BLVD,Church of the Little Flower,Inventoried,1940,No,,No,,,No
505,Hamilton,63,,MAGILL ST,,Inventoried,,No,,No,,,No
506,Flamborough,1927,,2ND CON RD W,,Inventoried,1850,No,,No,,,No
507,Hamilton,14,,WESANFORD PL,Wesanford Estate,Registered Non-Designated,1939,No,,No,,,No
508,Hamilton,45,,WILLIAM ST,,Inventoried,,No,,No,,,No
509,Glanbrook,9174,,AIRPORT RD,,Inventoried,1872,No,,No,,,No
510,Hamilton,46,,HERKIMER ST,Herkimer Street Terrace,Registered Non-Designated,1880,No,,No,,,Yes
511,Hamilton,35,,BROCK ST,Marina Towers,Inventoried,,No,,No,,,No
512,Hamilton,75,,QUEEN ST S,Queens Court,Registered Non-Designated,1933,No,,No,,,No
513,Hamilton,278,,SHERMAN AVE N,,Inventoried,,No,,No,,,No
514,Flamborough,294,,HIGHWAY 5 W,Maplevale Farm,Inventoried,,No,,No,,,No
515,Glanbrook,469,,HIGHWAY 56,,Inventoried,1840,No,,No,,,No
516,Flamborough,485,,HARVEST RD,,Inventoried,1859,No,,No,,,No
517,Hamilton,16,,QUEEN ST N,,Registered Non-Designated,1880,No,,No,,,No
518,Hamilton,62,,JONES ST,,Inventoried,1860,No,,No,,,No
519,Flamborough,419,,4TH CON RD W,,Inventoried,,No,,No,,,No
520,Hamilton,399,,QUEEN ST S,,Registered Non-Designated,1890,No,,No,,,No
521,Hamilton,9,,BLYTHE ST,,Inventoried,,No,,No,,,No
522,Hamilton,278,,KING ST W,Commercial Building,Designated,1906,Yes,05-296,No,,,No
523,Flamborough,345,,OLD BROCK RD,,Inventoried,,No,,No,,,No
524,Hamilton,93,,STINSON ST,,Inventoried,,No,,No,,,No
525,Hamilton,108,,ABERDEEN AVE,Burnewin,Registered Non-Designated,1932,No,,No,,,No
526,Hamilton,107,,GEORGE ST,Semi-detached Residence,Designated,1870,Yes,85-176,No,,,No
527,Hamilton,30,,PROCTOR BLVD,Lincoln Alexander House,Registered Non-Designated,,No,,No,,,No
528,Hamilton,140,,WENTWORTH ST S,,Inventoried,,No,,No,,,No
529,Hamilton,285,,HUNTER ST W,,Inventoried,1975,No,,No,,,No
530,Hamilton,246,,FOREST AVE,,Inventoried,1898,No,,No,,,No
531,Stoney Creek,1252,,HIGHWAY 8,,Inventoried,1860,No,,No,,,No
532,Hamilton,183,,CHEDOKE AVE,,Inventoried,,No,,No,,,No
533,Hamilton,2,,FREEMAN PL,,Inventoried,,No,,No,,,No
534,Hamilton,130,,BOLD ST,,Registered Non-Designated,1895,No,,No,,,No
535,Flamborough,179,,HIGHWAY 8,,Inventoried,,No,,No,,,No
536,Hamilton,188,,BOLD ST,,Registered Non-Designated,1900,No,,No,,,No
537,Hamilton,176,,FERGUSON AVE S,,Inventoried,,No,,No,,,No
538,Ancaster,2577,,JERSEYVILLE RD W,,Inventoried,1864,No,,No,,,No
539,Hamilton,71,,KING WILLIAM ST,"E. & C. Gurney Company, Gurney-Tilden Company",Inventoried,1850,No,,No,,,No
540,Hamilton,132,,AUGUSTA ST,,Inventoried,,No,,No,,,No
541,Glanbrook,1330,,TRINITY CHURCH RD,,Inventoried,,No,,No,,,No
542,Hamilton,1181,,KING ST E,,Inventoried,1910,No,,No,,,No
543,Hamilton,23,,GRANT AVE,,Inventoried,,No,,No,,,No
544,Hamilton,209,,LOCKE ST N,,Inventoried,1890,No,,No,,,No
545,Flamborough,1532,,6TH CON RD W,,Inventoried,,No,,No,,,No
546,Hamilton,1107,,MAIN ST W,Grace Evangelical Lutheran Church,Inventoried,1959,No,,No,,,No
547,Hamilton,355,,MACNAB ST N,,Inventoried,,No,,No,,,No
548,Hamilton,58,,MAGILL ST,,Inventoried,,No,,No,,,No
549,Hamilton,11,,GRANT AVE,,Inventoried,,No,,No,,,No
550,Hamilton,365,,CHARLTON AVE W,,Inventoried,1860,No,,No,,,No
551,Hamilton,45,,MARKLAND ST,,Designated,1913,No,94-184,Yes,Durand-Markland,,No
552,Hamilton,71,,ONTARIO AVE,,Inventoried,,No,,No,,,No
553,Hamilton,77,,KING WILLIAM ST,"E. & C. Gurney Company, Gurney-Tilden Company",Inventoried,1850,No,,No,,,No
554,Hamilton,136,,HUNTER ST W,Former Wesanford Estate,Registered Non-Designated,1942,No,,No,,,No
555,Hamilton,84,,WALNUT ST S,,Registered Non-Designated,1900,No,,No,,,No
556,Hamilton,161,,YOUNG ST,,Inventoried,,No,,No,,,No
557,Flamborough,1395,,CENTRE RD,Methodist Parsonage,Inventoried,1876,No,,No,,,No
558,Ancaster,20,,GILBERT AVE,Marshall Memorial United Church,Inventoried,1954,No,,No,,,No
559,Dundas,7,,KING ST E,,Inventoried,1824,No,,No,,,No
560,Flamborough,1747,,VALENS RD,,Inventoried,,No,,No,,,No
561,Dundas,171,,KING ST W,,Inventoried,1867,No,,No,,,No
562,Hamilton,289,,YORK BLVD,Canadian Imperial Bank of Commerce (CIBC),Inventoried,1977,No,,No,,,No
563,Hamilton,37,,MOUNTWOOD AVE,,Inventoried,,No,,No,,,No
564,Hamilton,340,,JAMES ST N,,Inventoried,,No,,No,,,No
565,Hamilton,340,,JAMES ST N,,Inventoried,,No,,No,,,No
566,Hamilton,336,,JAMES ST N,,Inventoried,,No,,No,,,No
567,Hamilton,338,,JAMES ST N,,Inventoried,,No,,No,,,No
568,Flamborough,1349,,SAFARI RD,,Inventoried,,No,,No,,,No
569,Hamilton,55,,LIBERTY ST,,Inventoried,1840,No,,No,,,No
570,Flamborough,3757,,GOVERNORS RD,,Inventoried,1890,No,,No,,,No
571,Flamborough,561,,HIGHWAY 5 W,,Inventoried,,No,,No,,,No
572,Hamilton,156,,ROBINSON ST,,Registered Non-Designated,1899,No,,No,,,No
573,Hamilton,479,,UPPER PARADISE RD,St. Andrew’s United Church,Inventoried,1957,No,,No,,,No
574,Hamilton,126,,CATHARINE ST N,Hamilton Whip Company,Inventoried,1900,No,,No,,,No
575,Hamilton,22,,GREIG ST,,Inventoried,,No,,No,,,No
576,Hamilton,174,,FERGUSON AVE S,,Inventoried,,No,,No,,,No
577,Flamborough,507,,HUNTER RD,,Inventoried,,No,,No,,,No
578,Ancaster,2318,,GOVERNORS RD,,Inventoried,1850,No,,No,,,No
579,Flamborough,374,,MAIN ST W,,Inventoried,1900,No,,No,,,No
580,Hamilton,85,,AUGUSTA ST,,Inventoried,,No,,No,,,No
581,Hamilton,62,,VICTORIA AVE S,,Inventoried,,No,,No,,,No
582,Hamilton,,,MARKLAND ST,,Designated,,No,94-184,Yes,Durand-Markland,,No
583,Hamilton,555,,BAY ST N,Royal Hamilton Yacht Club (Junior Sailing),Inventoried,1920,No,,No,,,No
584,Hamilton,1201,,KING ST E,,Inventoried,,No,,No,,,No
585,Hamilton,20,,INDLEWOOD AVE,St. Margaret Mary Roman Catholic Church,Inventoried,1969,No,,No,,,No
586,Glanbrook,7166,,ENGLISH CHURCH RD,,Inventoried,1883,No,,No,,,No
587,Hamilton,175,,ABERDEEN AVE,,Inventoried,1983,No,,No,,,No
588,Hamilton,333,,CAROLINE ST S,,Registered Non-Designated,1910,No,,No,,,No
589,Flamborough,587,,HIGHWAY 8,,Inventoried,,No,,No,,,No
590,Hamilton,6,,MCNEIL ST,,Inventoried,,No,,No,,,No
591,Dundas,33,,OGILVIE ST,,Inventoried,,No,,No,,,No
592,Glanbrook,2292,,HIGHWAY 6,,Inventoried,1862,No,,No,,,No
593,Stoney Creek,1313,,BASELINE RD,,Inventoried,,No,,No,,,No
594,Hamilton,101,,CHEEVER ST,,Inventoried,1900,No,,No,,,No
595,Hamilton,41,,TOM ST,,Inventoried,1890,No,,No,,,No
596,Ancaster,1068,,BUTTER RD W,,Inventoried,1846,No,,No,,,No
597,Hamilton,78,,JOHN ST S,Tim Hortons,Inventoried,1985,No,,No,,,No
598,Stoney Creek,245,,KING ST E,Gospel for Asia Inc,Inventoried,2003,No,,No,,,No
599,Hamilton,150,,YOUNG ST,,Inventoried,,No,,No,,,No
600,Flamborough,128,,LYNDEN RD,,Inventoried,,No,,No,,,No
601,Hamilton,279,,QUEEN ST S,,Registered Non-Designated,1899,No,,No,,,No
602,Flamborough,1896,,8TH CON RD W,,Inventoried,,No,,No,,,No
603,Flamborough,414,,HARVEST RD,,Inventoried,,No,,No,,,No
604,Dundas,91,,VICTORIA ST,,Inventoried,,No,,No,,,No
605,Flamborough,1238,,4TH CON RD W,Beverly Greenhouses,Inventoried,,No,,No,,,No
606,Hamilton,8,,STINSON ST,,Inventoried,,No,,No,,,No
607,Ancaster,963,,FIELD RD,,Inventoried,,No,,No,,,No
608,Glanbrook,1620,,GUYATT RD,,Inventoried,,No,,No,,,No
609,Stoney Creek,141,,KING ST E,,Inventoried,1939,No,,No,,,No
610,Glanbrook,3041,,REGIONAL RD 56,,Inventoried,,No,,No,,,No
611,Hamilton,31,,SIMCOE ST W,,Inventoried,,No,,No,,,No
612,Hamilton,53,,WELLINGTON ST N,"Alexandra Terrace, aka Alexander Terrace",Registered Non-Designated,1888,No,,No,,,No
613,Hamilton,27,,EMERALD ST N,,Inventoried,,No,,No,,,No
614,Flamborough,,,RR1,,Inventoried,,No,,No,,,No
615,Hamilton,58,,GIBSON AVE,,Inventoried,,No,,No,,,No
616,Dundas,306,,HATT ST,,Inventoried,,No,,No,,,No
617,Hamilton,289,,HUNTER ST E,,Inventoried,,No,,No,,,No
618,Hamilton,107,,CANNON ST E,,Inventoried,1887,No,,No,,,No
619,Hamilton,24,,MOUNTWOOD AVE,,Inventoried,,No,,No,,,No
620,Hamilton,244,,CUMBERLAND AVE,Cumberland Christian Assembly,Inventoried,1964,No,,No,,,No
621,Hamilton,73,,GARFIELD AVE S,,Inventoried,,No,,No,,,No
622,Hamilton,75,,HUNTER ST E,,Registered Non-Designated,1876,No,,No,,,No
623,Flamborough,1087,,8TH CON RD W,,Inventoried,,No,,No,,,No
624,Stoney Creek,189,,JONES RD,,Inventoried,,No,,No,,,No
625,Hamilton,164,,JAMES ST S,,Registered Non-Designated,1900,No,,No,,,No
626,Hamilton,166,,JAMES ST S,,Registered Non-Designated,,No,,No,,,No
627,Glanbrook,7196,,CHIPPEWA RD E,,Inventoried,,No,,No,,,No
628,Hamilton,7,,RAVENSCLIFFE AVE,,Registered Non-Designated,1912,No,,No,,,Yes
629,Hamilton,170,,ST CLAIR BLVD,,Designated,,No,92-140,Yes,St. Clair Boulevard,,No
630,Hamilton,40,,ST JAMES PL,,Registered Non-Designated,1958,No,,No,,,No
631,Hamilton,148,,ABERDEEN AVE,,Registered Non-Designated,1904,No,,No,,,No
632,Flamborough,1440,,HIGHWAY 97,,Inventoried,,No,,No,,,No
633,Hamilton,42,,SIMCOE ST W,,Inventoried,,No,,No,,,No
634,Hamilton,27,,DUNDURN ST N,,Inventoried,1912,No,,No,,,No
635,Hamilton,671,,TATE AVE,Buddhist Temple of Hamilton,Inventoried,1954,No,,No,,,No
636,Hamilton,1,,JAMES ST S,Equitrust Tower,Registered Non-Designated,1974,No,,No,,,No
637,Dundas,363,,KING ST W,,Inventoried,1850,No,,No,,,No
638,Hamilton,657,,KING ST E,,Inventoried,1880,No,,No,,,No
639,Hamilton,201,,JACKSON ST W,Jamestown Manor,Registered Non-Designated,1969,No,,No,,,No
640,Hamilton,495,,OTTAWA ST N,,Inventoried,,No,,No,,,No
641,Dundas,284,,PARK ST W,,Inventoried,1860,No,,No,,,No
642,Hamilton,49,,ROBINSON ST,,Inventoried,1987,No,,No,,,No
643,Hamilton,51,,SHEAFFE ST,,Inventoried,,No,,No,,,No
644,Ancaster,3365,,POWERLINE RD W,,Inventoried,,No,,No,,,No
645,Flamborough,1401,,5TH CON RD W,,Inventoried,,No,,No,,,No
646,Glanbrook,3468,,GUYATT RD,,Inventoried,,No,,No,,,No
647,Flamborough,2133,,4TH CON RD W,,Inventoried,,No,,No,,,No
648,Flamborough,,,RR2,Century Farm,Inventoried,1867,No,,No,,,No
649,Hamilton,213,,FERGUSON AVE S,Ferguson Avenue Terrace,Designated,1886,Yes,95-161,No,,,No
650,Hamilton,49,,EAST AVE S,,Inventoried,1900,No,,No,,,No
651,Hamilton,129,,ROBINSON ST,,Registered Non-Designated,1900,No,,No,,,No
652,Hamilton,308,,HESS ST S,,Registered Non-Designated,1902,No,,No,,,No
653,Stoney Creek,21,,JONES ST,The Powerhouse,Registered Non-Designated,1867,No,,No,,,Yes
654,Hamilton,28,,GROVE ST,,Inventoried,,No,,No,,,No
655,Dundas,31,,SYDENHAM ST,Colonel William E.S. Knowles House,Designated,1869,Yes,3458-84,No,,,No
656,Glanbrook,3170,,FERRIS RD,,Inventoried,,No,,No,,,No
657,Hamilton,135,,HUNTER ST E,CCOHS,Inventoried,2004,No,,No,,,No
658,Hamilton,35,43,DUKE ST,Sandyford Place,Designated,1858,Yes,75-237,No,,OHT,No
659,Hamilton,7,,MARY ST,,Registered Non-Designated,1900,No,,No,,,No
660,Hamilton,193,,FERGUSON AVE S,,Inventoried,,No,,No,,,No
661,Hamilton,324,,JAMES ST N,,Inventoried,,No,,No,,,No
662,Hamilton,322,,JAMES ST N,,Inventoried,,No,,No,,,No
663,Hamilton,11,,OAKWOOD PL,,Inventoried,,No,,No,,,No
664,Hamilton,50,58,JACKSON ST W,Canadian Football Hall of Fame,Registered Non-Designated,1972,No,,No,,,No
665,Hamilton,280,,JAMES ST N,,Inventoried,,No,,No,,,No
666,Stoney Creek,476,,POWERLINE RD,,Inventoried,,No,,No,,,No
667,Hamilton,17,,LIBERTY ST,,Inventoried,,No,,No,,,No
668,Hamilton,142,,ONTARIO AVE,,Inventoried,,No,,No,,,No
669,Ancaster,910,,GARNER RD E,,Inventoried,1823,No,,No,,,No
